#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
SIA8E_HUMAN	Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (ST8SiaV)	uniprotkb:O15466	ST8SIA5;SIAT8E
SIAE_HUMAN	Sialate O-acetylesterase (EC 3.1.1.53) (H-Lse) (Sialic acid-specific 9-O-acetylesterase)	uniprotkb:Q9HAT2	SIAE;YSG2
SIAH1_HUMAN	E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a)	uniprotkb:Q8IUQ4	SIAH1;HUMSIAH
SIAH2_HUMAN	E3 ubiquitin-protein ligase SIAH2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH2) (Seven in absentia homolog 2) (Siah-2) (hSiah2)	uniprotkb:O43255	SIAH2
SIAS_HUMAN	Sialic acid synthase (N-acetylneuraminate synthase) (EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase)	uniprotkb:Q9NR45	NANS;SAS
SIAT1_HUMAN	Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.99.1) (B-cell antigen CD75) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1)	uniprotkb:P15907	ST6GAL1;SIAT1
SIAT2_HUMAN	Beta-galactoside alpha-2,6-sialyltransferase 2 (Alpha 2,6-ST 2) (EC 2.4.99.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 2) (ST6Gal II) (ST6GalII) (hST6Gal II) (Sialyltransferase 2)	uniprotkb:Q96JF0	ST6GAL2;KIAA1877;SIAT2
SIAT6_HUMAN	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.99.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Alpha 2,3-ST 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3GalIII) (ST3N) (Sialyltransferase 6)	uniprotkb:Q11203	ST3GAL3;SIAT6
SIAT9_HUMAN	Lactosylceramide alpha-2,3-sialyltransferase (EC 2.4.99.9) (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase) (GM3 synthase) (Ganglioside GM3 synthase) (ST3Gal V) (ST3GalV) (Sialyltransferase 9)	uniprotkb:Q9UNP4	ST3GAL5;SIAT9;UNQ2510/PRO5998
SIN3A_HUMAN	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	uniprotkb:Q96ST3	SIN3A
SIN3B_HUMAN	Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)	uniprotkb:O75182	SIN3B;KIAA0700
SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	uniprotkb:Q96EB6	SIRT1;SIR2L1
SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	uniprotkb:Q8IXJ6	SIRT2;SIR2L;SIR2L2
SIR3_HUMAN	NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)	uniprotkb:Q9NTG7	SIRT3;SIR2L3
SIR5_HUMAN	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	uniprotkb:Q9NXA8	SIRT5;SIR2L5
SIR6_HUMAN	NAD-dependent protein deacetylase sirtuin-6 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 6) (SIR2-like protein 6)	uniprotkb:Q8N6T7	SIRT6;SIR2L6
SIR7_HUMAN	NAD-dependent protein deacetylase sirtuin-7 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-7) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 7) (SIR2-like protein 7)	uniprotkb:Q9NRC8	SIRT7;SIR2L7
SL7A1_HUMAN	High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor homolog) (Ecotropic retrovirus receptor homolog) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter)	uniprotkb:P30825	SLC7A1;ATRC1;ERR;REC1L
SL9A1_HUMAN	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	uniprotkb:P19634	SLC9A1;APNH1;NHE1
SL9A2_HUMAN	Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Solute carrier family 9 member 2)	uniprotkb:Q9UBY0	SLC9A2;NHE2
SL9A3_HUMAN	Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3)	uniprotkb:P48764	SLC9A3;NHE3
SL9A4_HUMAN	Sodium/hydrogen exchanger 4 (Na(+)/H(+) exchanger 4) (NHE-4) (Solute carrier family 9 member 4)	uniprotkb:Q6AI14	SLC9A4;NHE4
SL9A5_HUMAN	Sodium/hydrogen exchanger 5 (Na(+)/H(+) exchanger 5) (NHE-5) (Solute carrier family 9 member 5)	uniprotkb:Q14940	SLC9A5;NHE5
SL9A7_HUMAN	Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Solute carrier family 9 member 7)	uniprotkb:Q96T83	SLC9A7;NHE7
SL9A8_HUMAN	Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8)	uniprotkb:Q9Y2E8	SLC9A8;KIAA0939;NHE8
SL9A9_HUMAN	Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Solute carrier family 9 member 9)	uniprotkb:Q8IVB4	SLC9A9;NHE9;Nbla00118
SLC31_HUMAN	Neutral and basic amino acid transport protein rBAT (NBAT) (D2h) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transport protein)	uniprotkb:Q07837	SLC3A1;RBAT
SMOX_HUMAN	Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1)	uniprotkb:Q9NWM0	SMOX;C20orf16;SMO;UNQ3039/PRO9854
SMRD3_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (60 kDa BRG-1/Brm-associated factor subunit C) (BRG1-associated factor 60C) (BAF60C)	uniprotkb:Q6STE5	SMARCD3;BAF60C
SMS1_HUMAN	Phosphatidylcholine:ceramide cholinephosphotransferase 1 (EC 2.7.8.27) (Medulla oblongata-derived protein) (Protein Mob) (Sphingomyelin synthase 1) (Transmembrane protein 23)	uniprotkb:Q86VZ5	SGMS1;MOB;SMS1;TMEM23
SMS2_HUMAN	Phosphatidylcholine:ceramide cholinephosphotransferase 2 (EC 2.7.8.27) (Sphingomyelin synthase 2)	uniprotkb:Q8NHU3	SGMS2;SMS2
SMUF1_HUMAN	E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	uniprotkb:Q9HCE7	SMURF1;KIAA1625
SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	uniprotkb:Q9HAU4	SMURF2
SMYD2_HUMAN	N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (HSKM-B) (Histone methyltransferase SMYD2) (EC 2.1.1.354) (Lysine N-methyltransferase 3C) (SET and MYND domain-containing protein 2)	uniprotkb:Q9NRG4	SMYD2;KMT3C
SMYD3_HUMAN	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	uniprotkb:Q9H7B4	SMYD3;ZMYND1;ZNFN3A1
SNAT_HUMAN	Serotonin N-acetyltransferase (Serotonin acetylase) (EC 2.3.1.87) (Aralkylamine N-acetyltransferase) (AA-NAT)	uniprotkb:Q16613	AANAT;SNAT
SO1A2_HUMAN	Solute carrier organic anion transporter family member 1A2 (OATP-A) (Organic anion-transporting polypeptide 1) (OATP-1) (Sodium-independent organic anion transporter) (Solute carrier family 21 member 3)	uniprotkb:P46721	SLCO1A2;OATP;OATP1;OATP1A2;SLC21A3
SO1B1_HUMAN	Solute carrier organic anion transporter family member 1B1 (Liver-specific organic anion transporter 1) (LST-1) (OATP-C) (Sodium-independent organic anion-transporting polypeptide 2) (OATP-2) (Solute carrier family 21 member 6)	uniprotkb:Q9Y6L6	SLCO1B1;LST1;OATP1B1;OATP2;OATPC;SLC21A6
SO1B3_HUMAN	Solute carrier organic anion transporter family member 1B3 (Liver-specific organic anion transporter 2) (LST-2) (Organic anion transporter 8) (Organic anion-transporting polypeptide 8) (OATP-8) (Solute carrier family 21 member 8)	uniprotkb:Q9NPD5	SLCO1B3;LST2;OATP1B3;OATP8;SLC21A8
SO1C1_HUMAN	Solute carrier organic anion transporter family member 1C1 (Organic anion transporter F) (OATP-F) (Organic anion transporter polypeptide-related protein 5) (OAT-RP-5) (OATPRP5) (Organic anion-transporting polypeptide 14) (OATP-14) (Solute carrier family 21 member 14) (Thyroxine transporter)	uniprotkb:Q9NYB5	SLCO1C1;OATP14;OATP1C1;OATPF;SLC21A14
SO2A1_HUMAN	Solute carrier organic anion transporter family member 2A1 (Prostaglandin transporter) (PGT) (Solute carrier family 21 member 2)	uniprotkb:Q92959	SLCO2A1;OATP2A1;SLC21A2
SO2B1_HUMAN	Solute carrier organic anion transporter family member 2B1 (Organic anion transporter B) (OATP-B) (Organic anion transporter polypeptide-related protein 2) (OATP-RP2) (OATPRP2) (Solute carrier family 21 member 9)	uniprotkb:O94956	SLCO2B1;KIAA0880;OATP2B1;OATPB;SLC21A9
SO3A1_HUMAN	Solute carrier organic anion transporter family member 3A1 (OATP3A1) (Organic anion transporter polypeptide-related protein 3) (OATP-RP3) (OATPRP3) (Organic anion-transporting polypeptide D) (OATP-D) (PGE1 transporter) (Sodium-independent organic anion transporter D) (Solute carrier family 21 member 11)	uniprotkb:Q9UIG8	SLCO3A1;OATP3A1;OATPD;SLC21A11
SO4A1_HUMAN	Solute carrier organic anion transporter family member 4A1 (OATP4A1) (Colon organic anion transporter) (Organic anion transporter polypeptide-related protein 1) (OATP-RP1) (OATPRP1) (POAT) (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12)	uniprotkb:Q96BD0	SLCO4A1;OATP1;OATP4A1;OATPE;SLC21A12
SOAT1_HUMAN	Sterol O-acyltransferase 1 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 1) (ACAT-1) (Cholesterol acyltransferase 1)	uniprotkb:P35610	SOAT1;ACACT;ACACT1;ACAT;ACAT1;SOAT;STAT
SOAT2_HUMAN	Sterol O-acyltransferase 2 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 2) (ACAT-2) (Cholesterol acyltransferase 2)	uniprotkb:O75908	SOAT2;ACACT2;ACAT2
SOAT_HUMAN	Solute carrier family 10 member 6 (Sodium-dependent organic anion transporter)	uniprotkb:Q3KNW5	SLC10A6;SOAT
SODC_HUMAN	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)	uniprotkb:P00441	SOD1
SODE_HUMAN	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	uniprotkb:P08294	SOD3
SODM_HUMAN	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	uniprotkb:P04179	SOD2
SOX_HUMAN	Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)	uniprotkb:Q9P0Z9	PIPOX;LPIPOX;PSO
SP130_HUMAN	Histone deacetylase complex subunit SAP130 (130 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p130)	uniprotkb:Q9H0E3	SAP130
SPB1_HUMAN	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	uniprotkb:Q8IY81	FTSJ3;SB92
SPCS1_HUMAN	Signal peptidase complex subunit 1 (EC 3.4.-.-) (Microsomal signal peptidase 12 kDa subunit) (SPase 12 kDa subunit)	uniprotkb:Q9Y6A9	SPCS1;SPC12;HSPC033
SPCS2_HUMAN	Signal peptidase complex subunit 2 (EC 3.4.-.-) (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)	uniprotkb:Q15005	SPCS2;KIAA0102;SPC25
SPCS3_HUMAN	Signal peptidase complex subunit 3 (EC 3.4.-.-) (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit)	uniprotkb:P61009	SPCS3;SPC22;UNQ1841/PRO3567
SPEB_HUMAN	Agmatinase, mitochondrial (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	uniprotkb:Q9BSE5	AGMAT
SPEE_HUMAN	Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase)	uniprotkb:P19623	SRM;SPS1;SRML1
SPHK1_HUMAN	Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-)	uniprotkb:Q9NYA1	SPHK1;SK1;SPHK;SPK
SPHK2_HUMAN	Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91)	uniprotkb:Q9NRA0	SPHK2;SK2
SPHM_HUMAN	N-sulphoglucosamine sulphohydrolase (EC 3.10.1.1) (Sulfoglucosamine sulfamidase) (Sulphamidase)	uniprotkb:P51688	SGSH;HSS
SPRE_HUMAN	Sepiapterin reductase (SPR) (EC 1.1.1.153)	uniprotkb:P35270	SPR
SPS1_HUMAN	Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)	uniprotkb:P49903	SEPHS1;SELD;SPS;SPS1
SPS2_HUMAN	Selenide, water dikinase 2 (EC 2.7.9.3) (Selenium donor protein 2) (Selenophosphate synthase 2)	uniprotkb:Q99611	SEPHS2;SPS2
SPSY_HUMAN	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	uniprotkb:P52788	SMS
SPTC1_HUMAN	Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1)	uniprotkb:O15269	SPTLC1;LCB1
SPTC2_HUMAN	Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)	uniprotkb:O15270	SPTLC2;KIAA0526;LCB2
SPTC3_HUMAN	Serine palmitoyltransferase 3 (EC 2.3.1.50) (Long chain base biosynthesis protein 2b) (LCB2b) (Long chain base biosynthesis protein 3) (LCB 3) (Serine-palmitoyl-CoA transferase 3) (SPT 3)	uniprotkb:Q9NUV7	SPTLC3;C20orf38;SPTLC2L
SPYA_HUMAN	Serine--pyruvate aminotransferase (SPT) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase) (AGT) (EC 2.6.1.44)	uniprotkb:P21549	AGXT;AGT1;SPAT
SRBP1_HUMAN	Sterol regulatory element-binding protein 1 (SREBP-1) (Class D basic helix-loop-helix protein 1) (bHLHd1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)]	uniprotkb:P36956	SREBF1;BHLHD1;SREBP1
SREC2_HUMAN	Scavenger receptor class F member 2 (SRECRP-1) (Scavenger receptor expressed by endothelial cells 2 protein) (SREC-II)	uniprotkb:Q96GP6	SCARF2;SREC2;SREPCR
SRPK3_HUMAN	SRSF protein kinase 3 (EC 2.7.11.1) (Muscle-specific serine kinase 1) (MSSK-1) (Serine/arginine-rich protein-specific kinase 3) (SR-protein-specific kinase 3) (Serine/threonine-protein kinase 23)	uniprotkb:Q9UPE1	SRPK3;MSSK1;STK23
SRR_HUMAN	Serine racemase (EC 5.1.1.18) (D-serine ammonia-lyase) (D-serine dehydratase) (EC 4.3.1.18) (L-serine ammonia-lyase) (L-serine dehydratase) (EC 4.3.1.17)	uniprotkb:Q9GZT4	SRR
SSDH_HUMAN	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	uniprotkb:P51649	ALDH5A1;SSADH
SSRD_HUMAN	Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta)	uniprotkb:P51571	SSR4;TRAPD
ST1A1_HUMAN	Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST)	uniprotkb:P50225	SULT1A1;STP;STP1;OK/SW-cl.88
ST1A2_HUMAN	Sulfotransferase 1A2 (ST1A2) (EC 2.8.2.1) (Aryl sulfotransferase 2) (Phenol sulfotransferase 2) (Phenol-sulfating phenol sulfotransferase 2) (P-PST 2)	uniprotkb:P50226	SULT1A2;STP2
ST1A3_HUMAN	Sulfotransferase 1A3 (ST1A3) (EC 2.8.2.1) (Aryl sulfotransferase 1A3/1A4) (Catecholamine-sulfating phenol sulfotransferase) (HAST3) (M-PST) (Monoamine-sulfating phenol sulfotransferase) (Placental estrogen sulfotransferase) (Sulfotransferase 1A3/1A4) (Sulfotransferase, monoamine-preferring) (Thermolabile phenol sulfotransferase) (TL-PST)	uniprotkb:P0DMM9	SULT1A3;STM
ST1A4_HUMAN	Sulfotransferase 1A4 (ST1A4) (EC 2.8.2.1) (Aryl sulfotransferase 1A3/1A4) (Sulfotransferase 1A3/1A4)	uniprotkb:P0DMN0	SULT1A4
ST1B1_HUMAN	Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-) (Sulfotransferase 1B2) (ST1B2) (Thyroid hormone sulfotransferase)	uniprotkb:O43704	SULT1B1;ST1B2;SULT1B2
ST1C2_HUMAN	Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.-) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)	uniprotkb:O00338	SULT1C2;SULT1C1
ST1C4_HUMAN	Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.-) (Sulfotransferase 1C2) (SULT1C#2)	uniprotkb:O75897	SULT1C4;SULT1C2
ST1E1_HUMAN	Sulfotransferase 1E1 (ST1E1) (EC 2.8.2.4) (EST-1) (Estrogen sulfotransferase) (Sulfotransferase, estrogen-preferring)	uniprotkb:P49888	SULT1E1;STE
ST20_HUMAN	Suppressor of tumorigenicity 20 protein (Human cervical cancer suppressor gene 1 protein) (HCCS-1)	uniprotkb:Q9HBF5	ST20;HCCS1
ST2A1_HUMAN	Sulfotransferase 2A1 (ST2A1) (EC 2.8.2.2) (Bile salt sulfotransferase) (EC 2.8.2.14) (Dehydroepiandrosterone sulfotransferase) (DHEA-ST) (DHEA-ST8) (Hydroxysteroid Sulfotransferase) (HST) (ST2) (SULT2A3)	uniprotkb:Q06520	SULT2A1;HST;STD
ST2B1_HUMAN	Sulfotransferase 2B1 (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family 2B member 1) (Sulfotransferase family cytosolic 2B member 1) (ST2B1)	uniprotkb:O00204	SULT2B1;HSST2
ST4A1_HUMAN	Sulfotransferase 4A1 (ST4A1) (EC 2.8.2.-) (Brain sulfotransferase-like protein) (hBR-STL) (hBR-STL-1) (Nervous system sulfotransferase) (NST)	uniprotkb:Q9BR01	SULT4A1;SULTX3
STA10_HUMAN	START domain-containing protein 10 (StARD10) (Antigen NY-CO-28) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28) (StAR-related lipid transfer protein 10)	uniprotkb:Q9Y365	STARD10;SDCCAG28;CGI-52
STA13_HUMAN	StAR-related lipid transfer protein 13 (46H23.2) (Deleted in liver cancer 2 protein) (DLC-2) (Rho GTPase-activating protein) (START domain-containing protein 13) (StARD13)	uniprotkb:Q9Y3M8	STARD13;DLC2;GT650
STABP_HUMAN	STAM-binding protein (EC 3.4.19.-) (Associated molecule with the SH3 domain of STAM) (Endosome-associated ubiquitin isopeptidase)	uniprotkb:O95630	STAMBP;AMSH
STALP_HUMAN	AMSH-like protease (AMSH-LP) (EC 3.4.19.-) (STAM-binding protein-like 1)	uniprotkb:Q96FJ0	STAMBPL1;AMSHLP;KIAA1373
STAR3_HUMAN	StAR-related lipid transfer protein 3 (Metastatic lymph node gene 64 protein) (MLN 64) (Protein CAB1) (START domain-containing protein 3) (StARD3)	uniprotkb:Q14849	STARD3;CAB1;MLN64
STAR4_HUMAN	StAR-related lipid transfer protein 4 (START domain-containing protein 4) (StARD4)	uniprotkb:Q96DR4	STARD4
STAR5_HUMAN	StAR-related lipid transfer protein 5 (START domain-containing protein 5) (StARD5)	uniprotkb:Q9NSY2	STARD5
STAR6_HUMAN	StAR-related lipid transfer protein 6 (START domain-containing protein 6) (StARD6)	uniprotkb:P59095	STARD6
STAR7_HUMAN	StAR-related lipid transfer protein 7, mitochondrial (Gestational trophoblastic tumor protein 1) (START domain-containing protein 7) (StARD7)	uniprotkb:Q9NQZ5	STARD7;GTT1
STAR8_HUMAN	StAR-related lipid transfer protein 8 (Deleted in liver cancer 3 protein) (DLC-3) (START domain-containing protein 8) (StARD8) (START-GAP3)	uniprotkb:Q92502	STARD8;DLC3;KIAA0189
STAR9_HUMAN	StAR-related lipid transfer protein 9 (START domain-containing protein 9) (StARD9)	uniprotkb:Q9P2P6	STARD9;KIAA1300
STAR_HUMAN	Steroidogenic acute regulatory protein, mitochondrial (StAR) (START domain-containing protein 1) (StARD1)	uniprotkb:P49675	STAR;STARD1
STPAP_HUMAN	Speckle targeted PIP5K1A-regulated poly(A) polymerase (Star-PAP) (EC 2.7.7.19) (RNA-binding motif protein 21) (RNA-binding protein 21) (U6 snRNA-specific terminal uridylyltransferase 1) (U6-TUTase) (EC 2.7.7.52)	uniprotkb:Q9H6E5	TUT1;RBM21
STRA6_HUMAN	Receptor for retinol uptake STRA6 (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein homolog)	uniprotkb:Q9BX79	STRA6;PP14296;UNQ3126/PRO10282/PRO19578
STS_HUMAN	Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Estrone sulfatase) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase)	uniprotkb:P08842	STS;ARSC1
STT3A_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC)	uniprotkb:P46977	STT3A;ITM1;TMC
STT3B_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog)	uniprotkb:Q8TCJ2	STT3B;SIMP
SUCA_HUMAN	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	uniprotkb:P53597	SUCLG1
SUCB1_HUMAN	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	uniprotkb:Q9P2R7	SUCLA2
SUCB2_HUMAN	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	uniprotkb:Q96I99	SUCLG2
SUIS_HUMAN	Sucrase-isomaltase, intestinal [Cleaved into: Sucrase (EC 3.2.1.48); Isomaltase (EC 3.2.1.10)]	uniprotkb:P14410	SI
SUOX_HUMAN	Sulfite oxidase, mitochondrial (EC 1.8.3.1)	uniprotkb:P51687	SUOX
SUV91_HUMAN	Histone-lysine N-methyltransferase SUV39H1 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 1) (H3-K9-HMTase 1) (Lysine N-methyltransferase 1A) (Position-effect variegation 3-9 homolog) (Suppressor of variegation 3-9 homolog 1) (Su(var)3-9 homolog 1)	uniprotkb:O43463	SUV39H1;KMT1A;SUV39H
SUV92_HUMAN	Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 2) (H3-K9-HMTase 2) (Lysine N-methyltransferase 1B) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2)	uniprotkb:Q9H5I1	SUV39H2;KMT1B
SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)	uniprotkb:P49588	AARS1;AARS
SYCC_HUMAN	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	uniprotkb:P49589	CARS1;CARS
SYCE2_HUMAN	Synaptonemal complex central element protein 2 (Central element synaptonemal complex protein 1)	uniprotkb:Q6PIF2	SYCE2;CESC1
SYDC_HUMAN	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)	uniprotkb:P14868	DARS1;DARS;PIG40
SYEP_HUMAN	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)]	uniprotkb:P07814	EPRS1;EPRS;GLNS;PARS;QARS;QPRS;PIG32
SYFA_HUMAN	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	uniprotkb:Q9Y285	FARSA;FARS;FARSL;FARSLA
